"kegg","sp","trans","qlen","slen","bitscore","length","nident","pident","evalue","ppos","cov","ko"
"gga:416704","Q5ZM36","TRINITY_DN9429_c0_g1_i1",1558,412,744,394,349,88.58,0,96.45,0.847087378640777,"ko:K13025"
"gga:416704","Q5ZM36","TRINITY_DN7983_c0_g1_i1",1655,412,538,382,268,70.16,0,84.03,0.650485436893204,"ko:K13025"
"gga:416867","Q5ZIL2","TRINITY_DN9219_c0_g1_i1",1237,186,323,180,155,86.11,3e-108,92.78,0.833333333333333,"ko:K18467"
"gga:416867","Q5ZIL2","TRINITY_DN9219_c0_g1_i2",1240,186,323,180,155,86.11,3e-108,92.78,0.833333333333333,"ko:K18467"
"gga:417158","P32429","TRINITY_DN8757_c0_g1_i1",852,266,350,231,165,71.43,2e-119,82.68,0.620300751879699,"ko:K02936"
"gga:417286","Q5ZMC0","TRINITY_DN6319_c0_g1_i1",637,148,211,148,99,66.89,8e-68,85.14,0.668918918918919,"ko:K03627"
"gga:417438","Q5ZM91","TRINITY_DN7006_c0_g1_i1",1316,382,537,365,253,69.32,0,83.29,0.662303664921466,"ko:K04739"
"gga:417771","P28497","TRINITY_DN9295_c0_g1_i1",1732,286,362,284,182,64.08,2e-119,78.17,0.636363636363636,"ko:K10364"
"gga:417947","P70082","TRINITY_DN7867_c0_g1_i1",824,129,190,100,93,93,4e-59,98,0.720930232558139,"ko:K11251"
"gga:417947","P70082","TRINITY_DN8250_c0_g1_i1",2036,129,155,119,79,66.39,6e-43,77.31,0.612403100775194,"ko:K11251"
"gga:417947","P70082","TRINITY_DN25720_c0_g1_i1",575,129,194,125,95,76,1e-61,87.2,0.736434108527132,"ko:K11251"
"gga:417955","P02263","TRINITY_DN7867_c0_g1_i1",824,129,189,100,93,93,9e-59,98,0.720930232558139,"ko:K11251"
"gga:417955","P02263","TRINITY_DN25720_c0_g1_i1",575,129,194,125,95,76,8e-62,87.2,0.736434108527132,"ko:K11251"
"gga:417955","P02263","TRINITY_DN8250_c0_g1_i1",2036,129,155,117,80,68.38,6e-43,80.34,0.62015503875969,"ko:K11251"
"gga:417956","P0C1H3","TRINITY_DN9165_c0_g1_i1",731,126,178,91,84,92.31,8e-55,97.8,0.666666666666667,"ko:K11252"
"gga:417956","P0C1H3","TRINITY_DN13091_c0_g1_i1",375,126,172,91,80,87.91,2e-54,95.6,0.634920634920635,"ko:K11252"
"gga:417956","P0C1H3","TRINITY_DN15080_c0_g1_i1",269,126,174,89,81,91.01,2e-55,97.75,0.642857142857143,"ko:K11252"
"gga:417956","P0C1H3","TRINITY_DN9165_c0_g1_i2",745,126,178,91,84,92.31,9e-55,97.8,0.666666666666667,"ko:K11252"
"gga:417957","P0C1H4","TRINITY_DN13091_c0_g1_i1",375,126,173,91,80,87.91,1e-54,95.6,0.634920634920635,"ko:K11252"
"gga:417957","P0C1H4","TRINITY_DN9165_c0_g1_i2",745,126,184,97,87,89.69,7e-57,95.88,0.69047619047619,"ko:K11252"
"gga:417957","P0C1H4","TRINITY_DN9165_c0_g1_i1",731,126,184,97,87,89.69,6e-57,95.88,0.69047619047619,"ko:K11252"
"gga:417957","P0C1H4","TRINITY_DN15080_c0_g1_i1",269,126,174,89,81,91.01,9e-56,97.75,0.642857142857143,"ko:K11252"
"gga:418634","Q5ZKP4","TRINITY_DN7128_c0_g1_i1",664,140,195,149,96,64.43,1e-61,73.83,0.685714285714286,"ko:K20301"
"gga:418894","Q5ZMK7","TRINITY_DN19319_c0_g1_i1",339,85,152,85,71,83.53,4e-47,95.29,0.835294117647059,"ko:K12162"
"gga:419063","Q1KME6","TRINITY_DN7542_c0_g1_i1",989,208,375,210,181,86.19,2e-129,92.86,0.870192307692308,"ko:K07893"
"gga:419150","Q5ZHP5","TRINITY_DN8618_c0_g1_i1",1323,227,154,185,129,69.73,3e-42,82.7,0.568281938325991,"ko:K12194"
"gga:419190","Q5ZLQ6","TRINITY_DN9134_c0_g1_i2",1061,244,269,245,156,63.67,4e-87,77.55,0.639344262295082,"ko:K16197"
"gga:419190","Q5ZLQ6","TRINITY_DN9093_c0_g1_i1",1248,244,267,196,134,68.37,2e-85,80.1,0.549180327868853,"ko:K16197"
"gga:419190","Q5ZLQ6","TRINITY_DN7767_c0_g1_i1",1496,244,268,253,146,57.71,1e-84,72.33,0.598360655737705,"ko:K16197"
"gga:419190","Q5ZLQ6","TRINITY_DN9134_c0_g1_i3",1339,244,269,245,156,63.67,8e-86,77.55,0.639344262295082,"ko:K16197"
"gga:419190","Q5ZLQ6","TRINITY_DN9134_c0_g2_i1",1371,244,317,236,158,66.95,4e-104,80.51,0.647540983606557,"ko:K16197"
"gga:419190","Q5ZLQ6","TRINITY_DN9134_c0_g2_i2",1053,244,301,247,159,64.37,8e-100,76.11,0.651639344262295,"ko:K16197"
"gga:419190","Q5ZLQ6","TRINITY_DN8511_c0_g1_i1",1212,244,305,233,154,66.09,2e-100,77.68,0.631147540983607,"ko:K16197"
"gga:419288","Q5ZLC7","TRINITY_DN3031_c0_g1_i1",1496,258,266,274,137,50,1e-83,63.14,0.531007751937985,"ko:K10436"
"gga:419410","Q5ZJQ7","TRINITY_DN6020_c0_g2_i1",765,194,269,189,135,71.43,4e-89,84.13,0.695876288659794,"ko:K15544"
"gga:419625","Q5ZI57","TRINITY_DN7458_c0_g1_i1",721,180,278,180,128,71.11,2e-93,86.11,0.711111111111111,"ko:K20302"
"gga:419666","Q5ZJ08","TRINITY_DN9100_c0_g1_i1",1828,527,669,520,327,62.88,0,79.42,0.620493358633776,"ko:K01866"
"gga:419885","Q5F352","TRINITY_DN1721_c0_g1_i1",836,189,290,163,150,92.02,4e-97,95.09,0.793650793650794,"ko:K07828"
"gga:419885","Q5F352","TRINITY_DN8440_c0_g2_i1",2152,189,176,165,100,60.61,2e-49,76.97,0.529100529100529,"ko:K07828"
"gga:419885","Q5F352","TRINITY_DN9923_c0_g1_i1",1321,189,196,165,105,63.64,1e-58,76.97,0.555555555555556,"ko:K07828"
"gga:420049","Q5ZMI4","TRINITY_DN7886_c0_g1_i1",2906,849,988,840,529,62.98,0,79.76,0.623085983510012,"ko:K17266"
"gga:420117","Q5ZIK9","TRINITY_DN8629_c0_g1_i1",1157,308,377,291,180,61.86,5e-128,78.69,0.584415584415584,"ko:K17268"
"gga:420182","Q5ZJ56","TRINITY_DN7549_c0_g1_i1",788,246,300,242,159,65.7,2e-100,83.06,0.646341463414634,"ko:K02937"
"gga:420210","Q5ZHL0","TRINITY_DN8095_c0_g1_i1",915,351,452,291,201,69.07,4e-158,86.6,0.572649572649573,"ko:K02146"
"gga:420574","Q5ZJU3","TRINITY_DN9223_c0_g1_i1",1870,561,627,565,338,59.82,0,73.98,0.602495543672014,"ko:K01953"
"gga:420624","P67881","TRINITY_DN8950_c0_g1_i1",778,105,181,103,85,82.52,3e-56,90.29,0.80952380952381,"ko:K08738"
"gga:420883","P32882","TRINITY_DN1082_c0_g1_i1",1307,445,814,411,403,98.05,0,99.76,0.90561797752809,"ko:K07375"
"gga:420883","P32882","TRINITY_DN8706_c0_g1_i1",1473,445,851,430,421,97.91,0,99.77,0.946067415730337,"ko:K07375"
"gga:421037","P09653","TRINITY_DN1082_c0_g1_i1",1307,446,773,411,383,93.19,0,96.59,0.858744394618834,"ko:K07375"
"gga:421037","P09653","TRINITY_DN8706_c0_g1_i1",1473,446,811,430,402,93.49,0,96.74,0.901345291479821,"ko:K07375"
"gga:421109","Q5F3Z3","TRINITY_DN7173_c0_g1_i2",1134,144,186,142,92,64.79,8e-56,76.76,0.638888888888889,"ko:K10704"
"gga:421109","Q5F3Z3","TRINITY_DN7173_c0_g1_i1",1123,144,186,142,92,64.79,7e-56,76.76,0.638888888888889,"ko:K10704"
"gga:421175","Q5ZKQ8","TRINITY_DN9430_c0_g1_i2",1627,186,348,184,159,86.41,2e-116,96.2,0.854838709677419,"ko:K07955"
"gga:421281","Q5ZME2","TRINITY_DN9267_c0_g1_i2",1329,334,439,333,222,66.67,5e-151,78.68,0.664670658682635,"ko:K00025"
"gga:421327","Q5F3C1","TRINITY_DN9249_c0_g1_i1",1506,323,397,323,180,55.73,9e-134,73.68,0.557275541795666,"ko:K04712"
"gga:421464","Q5ZJD7","TRINITY_DN25826_c0_g1_i1",978,249,214,218,125,57.34,4e-66,72.94,0.502008032128514,"ko:K22942"
"gga:421534","P68139","TRINITY_DN9513_c2_g1_i1",717,377,423,216,201,93.06,3e-147,95.37,0.53315649867374,"ko:K10354"
"gga:421608","Q5F425","TRINITY_DN9182_c0_g1_i2",989,197,197,128,106,82.81,6e-60,95.31,0.538071065989848,"ko:K19931"
"gga:421608","Q5F425","TRINITY_DN9182_c0_g1_i1",979,197,197,128,106,82.81,6e-60,95.31,0.538071065989848,"ko:K19931"
"gga:421918","Q5ZL43","TRINITY_DN9341_c0_g1_i1",1091,180,231,173,105,60.69,5e-73,79.77,0.583333333333333,"ko:K08967"
"gga:421932","Q5ZMD1","TRINITY_DN7767_c0_g1_i1",1496,245,259,249,136,54.62,4e-81,73.9,0.555102040816327,"ko:K16197"
"gga:421932","Q5ZMD1","TRINITY_DN9134_c0_g1_i3",1339,245,252,240,147,61.25,4e-79,74.17,0.6,"ko:K16197"
"gga:421932","Q5ZMD1","TRINITY_DN9134_c0_g2_i1",1371,245,303,230,148,64.35,5e-99,80,0.604081632653061,"ko:K16197"
"gga:421932","Q5ZMD1","TRINITY_DN8511_c0_g1_i1",1212,245,284,229,145,63.32,5e-92,74.67,0.591836734693878,"ko:K16197"
"gga:421932","Q5ZMD1","TRINITY_DN9093_c0_g1_i1",1248,245,251,197,124,62.94,2e-79,78.68,0.506122448979592,"ko:K16197"
"gga:421932","Q5ZMD1","TRINITY_DN9134_c0_g2_i2",1053,245,292,238,151,63.45,4e-96,76.89,0.616326530612245,"ko:K16197"
"gga:421932","Q5ZMD1","TRINITY_DN9134_c0_g1_i2",1061,245,252,240,147,61.25,2e-80,74.17,0.6,"ko:K16197"
"gga:421994","Q5ZIT5","TRINITY_DN8530_c0_g1_i1",2016,200,319,200,153,76.5,5e-103,85,0.765,"ko:K07903"
"gga:421994","Q5ZIT5","TRINITY_DN8731_c0_g1_i1",1291,200,232,139,107,76.98,3e-72,89.93,0.535,"ko:K07903"
"gga:422143","Q5ZKX1","TRINITY_DN8810_c0_g1_i1",1465,199,243,196,146,74.49,8e-76,87.24,0.733668341708543,"ko:K12197"
"gga:422143","Q5ZKX1","TRINITY_DN7851_c0_g1_i1",1056,199,177,199,106,53.27,3e-52,75.38,0.532663316582915,"ko:K12197"
"gga:422297","Q5ZL74","TRINITY_DN1242_c0_g1_i1",604,220,257,175,120,68.57,5e-85,84.57,0.545454545454545,"ko:K08515"
"gga:422332","Q5ZJ06","TRINITY_DN3374_c0_g2_i1",1140,328,395,302,201,66.56,5e-135,83.11,0.61280487804878,"ko:K19478"
"gga:422332","Q5ZJ06","TRINITY_DN3374_c0_g1_i1",1140,328,395,302,201,66.56,5e-135,83.11,0.61280487804878,"ko:K19478"
"gga:423279","Q5ZLX2","TRINITY_DN4250_c0_g1_i1",1258,315,416,298,216,72.48,2e-142,84.9,0.685714285714286,"ko:K03237"
"gga:423504","P08106","TRINITY_DN9405_c0_g1_i1",2286,634,923,613,478,77.98,0,89.23,0.753943217665615,"ko:K03283"
"gga:423504","P08106","TRINITY_DN9405_c0_g1_i2",2275,634,923,613,478,77.98,0,89.23,0.753943217665615,"ko:K03283"
"gga:423736","Q5ZMP7","TRINITY_DN2922_c0_g2_i1",1400,418,630,418,293,70.1,0,86.6,0.700956937799043,"ko:K12398"
"gga:423787","P08023","TRINITY_DN9513_c2_g1_i1",717,377,425,213,198,92.96,4e-148,96.71,0.525198938992042,"ko:K12313"
"gga:423970","Q5ZIY5","TRINITY_DN8821_c0_g1_i1",1792,451,687,438,334,76.26,0,87.67,0.740576496674058,"ko:K04354"
"gga:424059","Q5ZL72","TRINITY_DN19131_c0_g1_i1",1520,573,697,465,338,72.69,0,86.24,0.589877835951134,"ko:K04077"
"gga:424075","Q5ZLV2","TRINITY_DN3888_c0_g1_i1",437,161,237,136,107,78.68,5e-79,87.5,0.664596273291925,"ko:K12734"
"gga:424144","Q5ZM25","TRINITY_DN6152_c0_g1_i1",1116,396,516,357,260,72.83,0,84.03,0.656565656565657,"ko:K19788"
"gga:424496","Q5ZMV3","TRINITY_DN4539_c0_g1_i1",455,176,174,127,92,72.44,4e-54,88.19,0.522727272727273,"ko:K21751"
"gga:424598","P0CB50","TRINITY_DN9049_c0_g1_i1",815,199,303,194,140,72.16,3e-102,84.54,0.703517587939699,"ko:K13279"
"gga:424638","Q5ZJG3","TRINITY_DN5674_c0_g1_i1",810,158,208,157,105,66.88,9e-66,82.8,0.664556962025316,"ko:K01527"
"gga:425003","Q5ZIV5","TRINITY_DN8262_c0_g1_i1",1310,212,214,204,119,58.33,3e-65,70.59,0.561320754716981,"ko:K18269"
"gga:425210","Q5ZIP2","TRINITY_DN7498_c0_g1_i1",516,124,135,121,68,56.2,6e-39,72.73,0.548387096774194,"ko:K04370"
"gga:425416","P67883","TRINITY_DN18948_c0_g2_i1",463,115,170,98,78,79.59,4e-53,90.82,0.678260869565217,"ko:K02908"
"gga:425416","P67883","TRINITY_DN8915_c0_g1_i1",500,115,186,111,86,77.48,3e-59,88.29,0.747826086956522,"ko:K02908"
"gga:425416","P67883","TRINITY_DN18948_c0_g1_i1",463,115,170,98,78,79.59,4e-53,90.82,0.678260869565217,"ko:K02908"
"gga:425619","Q5ZKC9","TRINITY_DN7767_c0_g1_i1",1496,245,276,246,145,58.94,9e-88,73.58,0.591836734693878,"ko:K16197"
"gga:425619","Q5ZKC9","TRINITY_DN9134_c0_g2_i1",1371,245,317,236,157,66.53,2e-104,81.36,0.640816326530612,"ko:K16197"
"gga:425619","Q5ZKC9","TRINITY_DN8511_c0_g1_i1",1212,245,296,236,149,63.14,6e-97,76.27,0.608163265306122,"ko:K16197"
"gga:425619","Q5ZKC9","TRINITY_DN9134_c0_g2_i2",1053,245,298,238,154,64.71,3e-98,77.31,0.628571428571429,"ko:K16197"
"gga:425619","Q5ZKC9","TRINITY_DN9134_c0_g1_i2",1061,245,272,243,156,64.2,3e-88,77.37,0.636734693877551,"ko:K16197"
"gga:425619","Q5ZKC9","TRINITY_DN9134_c0_g1_i3",1339,245,272,243,156,64.2,6e-87,77.37,0.636734693877551,"ko:K16197"
"gga:425619","Q5ZKC9","TRINITY_DN9093_c0_g1_i1",1248,245,274,203,140,68.97,4e-88,82.27,0.571428571428571,"ko:K16197"
"gga:426361","Q5ZMD6","TRINITY_DN8592_c0_g1_i1",767,128,197,101,98,97.03,6e-62,98.02,0.765625,"ko:K11251"
"gga:426361","Q5ZMD6","TRINITY_DN25720_c0_g1_i1",575,128,127,117,65,55.56,1e-35,73.5,0.5078125,"ko:K11251"
"gga:426361","Q5ZMD6","TRINITY_DN8250_c0_g1_i1",2036,128,127,121,68,56.2,7e-33,73.55,0.53125,"ko:K11251"
"gga:426361","Q5ZMD6","TRINITY_DN7867_c0_g1_i1",824,128,123,108,66,61.11,5e-33,75,0.515625,"ko:K11251"
"gga:426544","Q5ZL95","TRINITY_DN8840_c0_g1_i1",1701,390,400,364,201,55.22,3e-133,70.33,0.515384615384615,"ko:K23034"
"gga:426617","P02272","TRINITY_DN8250_c0_g1_i1",2036,128,127,121,68,56.2,1e-32,73.55,0.53125,"ko:K11251"
"gga:426617","P02272","TRINITY_DN8592_c0_g1_i1",767,128,196,101,98,97.03,1e-61,97.03,0.765625,"ko:K11251"
"gga:426617","P02272","TRINITY_DN25720_c0_g1_i1",575,128,127,117,65,55.56,7e-36,74.36,0.5078125,"ko:K11251"
"gga:426617","P02272","TRINITY_DN7867_c0_g1_i1",824,128,123,109,66,60.55,4e-33,75.23,0.515625,"ko:K11251"
"gga:426673","Q5ZLC5","TRINITY_DN9596_c0_g1_i1",1802,533,783,453,404,89.18,0,93.6,0.75797373358349,"ko:K02133"
"gga:427308","P07341","TRINITY_DN9132_c0_g1_i1",1393,364,474,357,236,66.11,6e-164,76.19,0.648351648351648,"ko:K01623"
"gga:427463","Q5ZJ74","TRINITY_DN14208_c0_g1_i1",436,129,182,129,89,68.99,6e-58,82.95,0.689922480620155,"ko:K22063"
"gga:427820","Q5F3W6","TRINITY_DN9134_c0_g2_i1",1371,247,308,241,158,65.56,1e-100,78.42,0.639676113360324,"ko:K16198"
"gga:427820","Q5F3W6","TRINITY_DN9134_c0_g1_i3",1339,247,261,236,149,63.14,2e-82,78.81,0.603238866396761,"ko:K16198"
"gga:427820","Q5F3W6","TRINITY_DN9134_c0_g1_i2",1061,247,261,236,149,63.14,1e-83,78.81,0.603238866396761,"ko:K16198"
"gga:427820","Q5F3W6","TRINITY_DN7767_c0_g1_i1",1496,247,286,246,145,58.94,1e-91,76.42,0.587044534412955,"ko:K16198"
"gga:427820","Q5F3W6","TRINITY_DN9093_c0_g1_i1",1248,247,256,201,132,65.67,3e-81,78.11,0.534412955465587,"ko:K16198"
"gga:427820","Q5F3W6","TRINITY_DN9134_c0_g2_i2",1053,247,298,243,156,64.2,2e-98,76.13,0.631578947368421,"ko:K16198"
"gga:427820","Q5F3W6","TRINITY_DN8511_c0_g1_i1",1212,247,301,238,152,63.87,8e-99,77.73,0.615384615384615,"ko:K16198"
"gga:427881","P02263","TRINITY_DN7867_c0_g1_i1",824,129,189,100,93,93,9e-59,98,0.720930232558139,"ko:K11251"
"gga:427881","P02263","TRINITY_DN25720_c0_g1_i1",575,129,194,125,95,76,8e-62,87.2,0.736434108527132,"ko:K11251"
"gga:427881","P02263","TRINITY_DN8250_c0_g1_i1",2036,129,155,117,80,68.38,6e-43,80.34,0.62015503875969,"ko:K11251"
"gga:427886","Q9PSW9","TRINITY_DN9165_c0_g1_i1",731,126,183,97,87,89.69,7e-57,95.88,0.69047619047619,"ko:K11252"
"gga:427886","Q9PSW9","TRINITY_DN13091_c0_g1_i1",375,126,173,91,80,87.91,1e-54,95.6,0.634920634920635,"ko:K11252"
"gga:427886","Q9PSW9","TRINITY_DN9165_c0_g1_i2",745,126,183,97,87,89.69,9e-57,95.88,0.69047619047619,"ko:K11252"
"gga:427886","Q9PSW9","TRINITY_DN15080_c0_g1_i1",269,126,174,89,81,91.01,9e-56,97.75,0.642857142857143,"ko:K11252"
"gga:427891","P02263","TRINITY_DN8250_c0_g1_i1",2036,129,155,117,80,68.38,6e-43,80.34,0.62015503875969,"ko:K11251"
"gga:427891","P02263","TRINITY_DN7867_c0_g1_i1",824,129,189,100,93,93,9e-59,98,0.720930232558139,"ko:K11251"
"gga:427891","P02263","TRINITY_DN25720_c0_g1_i1",575,129,194,125,95,76,8e-62,87.2,0.736434108527132,"ko:K11251"
"gga:427895","P02263","TRINITY_DN7867_c0_g1_i1",824,129,189,100,93,93,9e-59,98,0.720930232558139,"ko:K11251"
"gga:427895","P02263","TRINITY_DN25720_c0_g1_i1",575,129,194,125,95,76,8e-62,87.2,0.736434108527132,"ko:K11251"
"gga:427895","P02263","TRINITY_DN8250_c0_g1_i1",2036,129,155,117,80,68.38,6e-43,80.34,0.62015503875969,"ko:K11251"
"gga:428352","Q5F470","TRINITY_DN8731_c0_g1_i1",1291,207,293,177,139,78.53,1e-95,90.4,0.671497584541063,"ko:K07901"
"gga:428352","Q5F470","TRINITY_DN8530_c0_g1_i1",2016,207,285,198,138,69.7,4e-90,83.33,0.666666666666667,"ko:K07901"
"gga:428927","P26990","TRINITY_DN8940_c0_g1_i1",1307,175,268,175,120,68.57,2e-86,84,0.685714285714286,"ko:K07941"
"gga:428927","P26990","TRINITY_DN6858_c0_g2_i1",660,175,196,164,88,53.66,1e-61,73.78,0.502857142857143,"ko:K07941"
"gga:428927","P26990","TRINITY_DN9138_c0_g1_i1",1825,175,222,170,113,66.47,6e-67,84.12,0.645714285714286,"ko:K07941"
"gga:428927","P26990","TRINITY_DN8426_c0_g1_i1",867,175,261,148,118,79.73,5e-86,92.57,0.674285714285714,"ko:K07941"
"gga:428927","P26990","TRINITY_DN6858_c0_g1_i1",660,175,196,164,88,53.66,1e-61,73.78,0.502857142857143,"ko:K07941"
"gga:428927","P26990","TRINITY_DN8940_c0_g1_i2",1123,175,265,174,119,68.39,3e-86,84.48,0.68,"ko:K07941"
"gga:429062","Q5ZJF4","TRINITY_DN9458_c1_g1_i1",845,224,295,221,145,65.61,1e-98,76.92,0.647321428571429,"ko:K11188"
"gga:431043","P09652","TRINITY_DN8706_c0_g1_i1",1473,449,816,430,402,93.49,0,96.98,0.89532293986637,"ko:K07375"
"gga:431043","P09652","TRINITY_DN1082_c0_g1_i1",1307,449,778,411,384,93.43,0,96.84,0.855233853006682,"ko:K07375"
"gga:769973","P0C1H3","TRINITY_DN9165_c0_g1_i1",731,126,178,91,84,92.31,8e-55,97.8,0.666666666666667,"ko:K11252"
"gga:769973","P0C1H3","TRINITY_DN15080_c0_g1_i1",269,126,174,89,81,91.01,2e-55,97.75,0.642857142857143,"ko:K11252"
"gga:769973","P0C1H3","TRINITY_DN9165_c0_g1_i2",745,126,178,91,84,92.31,9e-55,97.8,0.666666666666667,"ko:K11252"
"gga:769973","P0C1H3","TRINITY_DN13091_c0_g1_i1",375,126,172,91,80,87.91,2e-54,95.6,0.634920634920635,"ko:K11252"
"gga:769981","P32046","TRINITY_DN7667_c0_g1_i1",444,92,105,91,67,73.63,4e-28,89.01,0.728260869565217,"ko:K02921"
"gga:770188","P0C1H3","TRINITY_DN9165_c0_g1_i1",731,126,178,91,84,92.31,8e-55,97.8,0.666666666666667,"ko:K11252"
"gga:770188","P0C1H3","TRINITY_DN9165_c0_g1_i2",745,126,178,91,84,92.31,9e-55,97.8,0.666666666666667,"ko:K11252"
"gga:770188","P0C1H3","TRINITY_DN15080_c0_g1_i1",269,126,174,89,81,91.01,2e-55,97.75,0.642857142857143,"ko:K11252"
"gga:770188","P0C1H3","TRINITY_DN13091_c0_g1_i1",375,126,172,91,80,87.91,2e-54,95.6,0.634920634920635,"ko:K11252"
"gga:770267","P0C1H3","TRINITY_DN9165_c0_g1_i1",731,126,178,91,84,92.31,8e-55,97.8,0.666666666666667,"ko:K11252"
"gga:770267","P0C1H3","TRINITY_DN15080_c0_g1_i1",269,126,174,89,81,91.01,2e-55,97.75,0.642857142857143,"ko:K11252"
"gga:770267","P0C1H3","TRINITY_DN9165_c0_g1_i2",745,126,178,91,84,92.31,9e-55,97.8,0.666666666666667,"ko:K11252"
"gga:770267","P0C1H3","TRINITY_DN13091_c0_g1_i1",375,126,172,91,80,87.91,2e-54,95.6,0.634920634920635,"ko:K11252"
"gga:770553","Q5ZHQ1","TRINITY_DN5335_c0_g1_i1",721,94,102,93,56,60.22,8e-26,76.34,0.595744680851064,"ko:K12160"
"gga:771124","Q5ZMN3","TRINITY_DN9301_c0_g1_i1",788,301,385,262,192,73.28,4e-133,85.88,0.637873754152824,"ko:K17081"
"gga:771124","Q5ZMN3","TRINITY_DN9301_c0_g1_i2",947,301,403,284,204,71.83,2e-139,84.86,0.677740863787375,"ko:K17081"
"gga:771927","Q5ZKX9","TRINITY_DN9335_c0_g1_i1",914,212,358,212,169,79.72,2e-123,91.04,0.797169811320755,"ko:K10949"
"gga:776036","Q5ZHN1","TRINITY_DN8814_c0_g1_i1",1248,220,233,189,148,78.31,1e-72,90.48,0.672727272727273,"ko:K12191"
"gga:776036","Q5ZHN1","TRINITY_DN8814_c0_g1_i2",1266,220,233,189,148,78.31,1e-72,90.48,0.672727272727273,"ko:K12191"
"gga:807637","P18945","TRINITY_DN25050_c0_g1_i1",1890,261,297,234,154,65.81,3e-94,82.05,0.590038314176245,"ko:K02262"
"gga:807639","P18943","TRINITY_DN25050_c0_g1_i1",1890,515,523,364,274,75.27,2e-178,87.64,0.532038834951456,"ko:K02256"
"ggo:101131106","Q69BK4","TRINITY_DN9439_c0_g1_i1",1164,274,279,275,142,51.64,4e-90,66.55,0.518248175182482,"ko:K00411"
"ggo:101144146","Q2QD07","TRINITY_DN24339_c0_g1_i1",1158,249,343,244,161,65.98,1e-115,77.87,0.646586345381526,"ko:K01803"
"ggo:101144449","P0CG67","TRINITY_DN8993_c1_g1_i5",583,229,277,141,139,98.58,5e-93,98.58,0.606986899563319,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN8993_c1_g1_i2",371,229,239,123,121,98.37,3e-79,98.37,0.528384279475983,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN8993_c1_g1_i10",624,229,328,168,166,98.81,7e-113,98.81,0.724890829694323,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN8993_c1_g1_i11",474,229,231,118,116,98.31,2e-75,98.31,0.506550218340611,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN8993_c1_g1_i4",527,229,340,175,172,98.29,5e-118,98.29,0.751091703056769,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN8993_c1_g1_i11",474,229,234,122,117,95.9,1e-76,96.72,0.510917030567686,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN8993_c1_g1_i4",527,229,279,142,139,97.89,5e-94,97.89,0.606986899563319,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN2123_c0_g2_i1",479,229,293,153,146,95.42,9e-100,98.04,0.637554585152838,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN8993_c1_g1_i5",583,229,277,141,139,98.58,5e-93,98.58,0.606986899563319,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN2123_c0_g2_i1",479,229,306,159,153,96.23,4e-105,98.74,0.668122270742358,"ko:K04551"
"ggo:101144449","P0CG67","TRINITY_DN8993_c1_g1_i10",624,229,302,157,151,96.18,1e-102,96.82,0.65938864628821,"ko:K04551"
"ggo:101148614","Q0MQI2","TRINITY_DN6548_c0_g1_i1",848,210,288,193,151,78.24,5e-96,84.97,0.719047619047619,"ko:K03941"
"ggo:6742679","Q9T9Y6","TRINITY_DN25050_c0_g1_i1",1890,261,271,235,150,63.83,3e-84,79.15,0.574712643678161,"ko:K02262"
"ghi:107886824","Q96499","TRINITY_DN8062_c0_g3_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
"ghi:107886824","Q96499","TRINITY_DN8062_c0_g1_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
"ghi:107894041","Q96499","TRINITY_DN8062_c0_g3_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
"ghi:107894041","Q96499","TRINITY_DN8062_c0_g1_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
"ghi:107897195","Q9XER8","TRINITY_DN9451_c0_g1_i1",1536,207,303,209,148,70.81,7e-99,82.3,0.714975845410628,"ko:K07897"
"ghi:107898580","Q43434","TRINITY_DN8737_c0_g1_i1",1409,165,174,156,98,62.82,5e-50,80.77,0.593939393939394,"ko:K02155"
"ghi:107898862","Q96499","TRINITY_DN8062_c0_g1_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
"ghi:107898862","Q96499","TRINITY_DN8062_c0_g3_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
"ghi:107909439","Q43434","TRINITY_DN8737_c0_g1_i1",1409,165,174,156,98,62.82,5e-50,80.77,0.593939393939394,"ko:K02155"
"ghi:107918511","Q96499","TRINITY_DN8062_c0_g3_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
"ghi:107918511","Q96499","TRINITY_DN8062_c0_g1_i1",501,105,155,104,75,72.12,3e-47,85.58,0.714285714285714,"ko:K02929"
